id,codigo,descripcion,descripcion_compras,tipo,ofin006_id,ofin001_id,ofpr010_id,ofin005_id,ofcm002_codigo,oftx020_id,categoria_fiscal,cant_disponible,observaciones,status,userid_creacion,fecha_creacion,fecha_ult_modificacion,userid_modificacion
410,0388B003AA,"Drum Gpr22 (Canon Cilindro IR1025)","Drum Gpr22 (Canon Cilindro IR1025)",P,5,2,2,1,WPL,0,G,0,,A,mcarosella,"2026-03-26 07:12:59",NULL,
411,FM2-9045-000,"Fusor 1025 (Canon IR1025 Fixing Assembly)","Fusor 1025 (Canon IR1025 Fixing Assembly)",P,5,2,2,1,WPL,0,G,0,,A,mcarosella,"2026-03-26 07:13:23",NULL,
412,FM2-8214-000,"Reveladora 1025 (Canon IR1025 Developing)","Reveladora 1025 (Canon IR1025 Developing)",P,5,2,2,1,WPL,0,G,0,,A,mcarosella,"2026-03-26 07:13:49",NULL,
413,AJ716B,"HPE 8Gb Shortwave B-series Fibre Channel 1 Pack SFP+ Transceiver","HPE 8Gb Shortwave B-series Fibre Channel 1 Pack SFP+ Transceiver",P,1,2,2,1,HWR,0,G,0,,A,mcarosella,"2026-03-26 14:41:40",NULL,
414,QK734A,"HPE Premier Flex LC/LC Multi-mode OM4 2 fiber 5m Cable","HPE Premier Flex LC/LC Multi-mode OM4 2 fiber 5m Cable",P,1,2,2,1,HWR,0,G,0,,A,mcarosella,"2026-03-26 14:42:37",NULL,
415,AH342-67101,"Blade module assembly","Blade module assembly",P,1,2,2,1,HWR,0,G,1,,A,mcarosella,"2026-03-27 09:27:19",NULL,
416,AH339-6938A,"Procesador Intel Itanium 9350 (1.73GHz)","Procesador Intel Itanium 9350 (1.73GHz)",P,1,2,2,1,HWR,0,G,1,,A,mcarosella,"2026-03-27 09:27:43",NULL,
417,AH339-67001,"Heatsink (Disipador) para Superdome 2","Heatsink (Disipador) para Superdome 2",P,1,2,2,1,HWR,0,G,1,,A,mcarosella,"2026-03-27 09:28:06",NULL,
418,AM327-69001,"Memoria 8GB (Kit 2x4GB) PC3-10600R","Memoria 8GB (Kit 2x4GB) PC3-10600R",P,1,2,2,1,HWR,0,G,1,,A,mcarosella,"2026-03-27 09:28:29",NULL,
419,*PFT-002,"Equipos de Comunicación","Equipos de Comunicación",O,NULL,84,12,1,,0,G,0,,A,ebolivar,"2026-03-27 11:05:46",NULL,
420,RM1-8425,"Tray 1 / MP Pickup Assembly - Refurbished","Tray 1 / MP Pickup Assembly - Refurbished",P,2,2,2,1,WPL,0,G,0,,A,mcarosella,"2026-03-27 15:57:20",NULL,
421,3WT87-67901,"Genuine HP 3WT87-67901 (3WT88A) Fuser Unit - 120V - Original","Genuine HP 3WT87-67901 (3WT88A) Fuser Unit - 120V - Original",P,2,2,2,1,WPL,0,G,0,,A,mcarosella,"2026-03-27 15:57:45",NULL,
422,RM2-1504-000CN,"Genuine HP RM2-1504-000 (3WT89A) Intermediate Transfer Belt (ITB) Kit - Original","Genuine HP RM2-1504-000 (3WT89A) Intermediate Transfer Belt (ITB) Kit - Original",P,2,2,2,1,WPL,0,G,0,,A,mcarosella,"2026-03-27 15:58:12",NULL,
423,RM2-1525-000CN,"Genuine HP RM2-1525-000 (RM21525000) Paper Feed Kit - Tray 1 - Original","Genuine HP RM2-1525-000 (RM21525000) Paper Feed Kit - Tray 1 - Original",P,2,2,2,1,WPL,0,G,0,,A,mcarosella,"2026-03-27 15:58:38",NULL,
424,RM2-1526-000CN,"Genuine HP RM2-1526-000 (RM21526000) Paper Feed Kit - Tray 2 X - Original","Genuine HP RM2-1526-000 (RM21526000) Paper Feed Kit - Tray 2 X - Original",P,2,2,2,1,WPL,0,G,0,,A,mcarosella,"2026-03-27 15:59:21",NULL,
425,RM2-1399-010CN,"HP RM2-1399-010CN Transfer Assembly - Secondary transfer roller - Original","HP RM2-1399-010CN Transfer Assembly - Secondary transfer roller - Original",P,2,2,2,1,WPL,0,G,0,,A,mcarosella,"2026-03-27 15:59:44",NULL,
426,697389-001,"SPS-DRV 900GB HDD 6G SAS 10K SS7000 HGST","SPS-DRV 900GB HDD 6G SAS 10K SS7000 HGST",P,1,2,2,1,HWR,0,G,3,,A,mcarosella,"2026-03-30 10:35:28",NULL,
427,878643-001,"SPS-Batt Pack, 96W Megacell, 145mm Cbl-b","SPS-Batt Pack, 96W Megacell, 145mm Cbl-b",P,1,2,2,1,HWR,0,G,1,,A,mcarosella,"2026-03-30 13:00:55",NULL,
428,"W9090MC ","Black Managed Original Laserjet Toner Cartridge","BLACK Managed Original Laserjet Toner Cartridge",P,2,1,2,1,MPS,0,G,0,,A,mcarosella,"2026-04-08 14:42:24",NULL,
429,W9091MC,"Cyan Managed Original Laserjet Toner Cartridge ","CYAN  Managed Original Laserjet Toner Cartridge ",P,2,1,2,1,MPS,0,G,0,,A,mcarosella,"2026-04-08 14:42:52",NULL,
430,W9092MC,"Yellow  Managed Original Laserjet Toner Cartridge","Yellow  Managed Original Laserjet Toner Cartridge",P,2,1,2,1,MPS,0,G,0,,A,mcarosella,"2026-04-08 14:43:20",NULL,
431,W9093MC ,"Magenta  Managed Original Laserjet Toner Cartridge","Magenta  Managed Original Laserjet Toner Cartridge",P,2,1,2,1,MPS,0,G,0,,A,mcarosella,"2026-04-08 14:43:48",NULL,
432,W2300A,"Cartucho de tóner original HP LaserJet 230A negro (W2300A)","Cartucho de tóner original HP LaserJet 230A negro (W2300A)",P,2,1,2,1,MPS,0,E,0,,A,mcarosella,"2026-04-08 14:44:15",NULL,
433,L0R17YC,"HP 981YC INK Cartridge CYAN MANAGED Ink Cartridge","HP 981YC INK Cartridge CYAN MANAGED Ink Cartridge",P,2,1,2,1,MPS,0,G,0,,A,mcarosella,"2026-04-08 14:44:56",NULL,
434,L0R19YC,"HP 981YC INK CARTRIDGE YELLOW MANAGED Ink Cartridge","HP 981YC INK CARTRIDGE YELLOW MANAGED Ink Cartridge",P,2,1,2,1,MPS,0,G,0,,A,mcarosella,"2026-04-08 14:45:27",NULL,
435,SU-AB305,"Extended Support - Limited Extended Support - Data Protector","Extended Support - Limited Extended Support - Data Protector",I,36,4,2,1,SWR,0,G,0,,A,mcarosella,"2026-04-10 15:40:35",NULL,
436,SP-AK987,"Data Protector Drive Extension WIN/Netware/Linux SW E-LTU Support","Data Protector Drive Extension WIN/Netware/Linux SW E-LTU Support",I,36,4,2,1,SWR,0,G,0,,A,mcarosella,"2026-04-10 15:49:51",NULL,
437,UD0P5PE,"HP 1 year Post Warranty Next Business Day Response Onsite Notebook Hardware Support","HP 1 year Post Warranty Next Business Day Response Onsite Notebook Hardware Support",I,2,73,2,2,CPS,0,G,0,,A,mcarosella,"2026-04-14 16:51:59",NULL,
438,SP-AK986,"Data Protector Drive Extension UNIX NAS SAN SW E-LTU Support ","Data Protector Drive Extension UNIX NAS SAN SW E-LTU Support ",I,36,4,2,1,SWR,0,G,0,,A,mcarosella,"2026-04-16 10:53:06",NULL,
439,"SU AB488","Prime Protect-Data Protector-FYM","Prime Protect-Data Protector-FYM",I,36,4,2,1,SWR,0,G,0,,A,mcarosella,"2026-04-16 10:56:38",NULL,
440,500661-004,"Aruba EC-10104 Chas","Aruba EC-10104 Chas",P,3,2,2,1,HWR,0,G,0,,A,mcarosella,"2026-04-16 16:39:50",NULL,
441,R7J38A,"HPE Aruba Networking AP-655 (RW) Tri-radio 4x4 802.11ax Wi-Fi 6E Internal Antenna","HPE Aruba Networking AP-655 (RW) Tri-radio 4x4 802.11ax Wi-Fi 6E Internal Antenna",P,3,2,2,1,HWR,0,G,0,,A,mcarosella,"2026-04-16 17:00:42",NULL,
442,H59G1E,"Aruba 3Y FC NBD Exch HW AP-65x SVC  [for R7J38A]","Aruba 3Y FC NBD Exch HW AP-65x SVC  [for R7J38A]",P,3,2,2,1,HWR,0,G,0,,A,mcarosella,"2026-04-16 17:01:28",NULL,
443,V-ADVVUL-0I-PP1AR-00,"1 year of Production 24-7 maintenance renewal Veeam Data Platform Advanced Universal Perpetual License. 10 instance pack.","1 year of Production 24-7 maintenance renewal Veeam Data Platform Advanced Universal Perpetual License. 10 instance pack.",I,31,4,2,1,SWR,0,G,0,,A,mcarosella,"2026-04-16 17:13:00",NULL,
444,"HS-SSD-E1000 STD 1024G","Disco de Estado Solido HIKSEMI M.2 NVME 2280 1TB","Disco de Estado Solido HIKSEMI M.2 NVME 2280 1TB",P,43,2,2,0,HWR,0,G,0,,A,mcarosella,"2026-04-17 16:03:36",NULL,
446,703521-001,"100GB solid state drive (SSD) - SAS 6Gb/s transfer rate, 2.5-in","100GB solid state drive (SSD) - SAS 6Gb/s transfer rate, 2.5-in",P,1,1,2,1,SER,0,G,1,,A,mcarosella,"2026-04-22 10:45:09",NULL,
447," 697388-001","450GB SAS hard drive - 10,000 RPM, 2.5-inch small form factor (SFF)","450GB SAS hard drive - 10,000 RPM, 2.5-inch small form factor (SFF)",P,1,1,2,1,SER,0,G,0,,A,mcarosella,"2026-04-22 10:45:45",NULL,
448,300599-001,"Aruba EC-10104Chas, 1MO-Maint","Aruba EC-10104Chas, 1MO-Maint",I,3,73,2,1,SER,0,G,0,,A,mcarosella,"2026-04-23 09:20:41",NULL,
449,300657-001,"HPE ANW EC FDTN AAS 100M, 1Mo","HPE ANW EC FDTN AAS 100M, 1Mo",I,1,4,2,1,SWR,0,G,0,,A,mcarosella,"2026-04-23 09:21:19",NULL,
450,413996-001,"SPS-FAN, SYSTEM","SPS-FAN, SYSTEM",P,1,1,2,1,GCN,0,G,0,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
451,454410-001,"SPS-DRV,HD,146GB,15K,EVA M6412 Enc,FC","SPS-DRV,HD,146GB,15K,EVA M6412 Enc,FC",P,1,1,2,1,GCN,0,G,3,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
452,664692-001,"SPS-DIMM 16GB PC3L 10600R 1G x4 IPL","SPS-DIMM 16GB PC3L 10600R 1G x4 IPL",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
453,737572-001,"SPS-DRV HDD 450GB 12G 15K 3.5 SAS ENT DP","SPS-DRV HDD 450GB 12G 15K 3.5 SAS ENT DP",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
454,789897-001,"SPS-ETHERNET ADPTR (1Gb 4P 331FLR) w/HS","SPS-ETHERNET ADPTR (1Gb 4P 331FLR) w/HS",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
455,802271-001,"SPS-DRV 300GB HDD 6G SAS 15K SFF SS7000","SPS-DRV 300GB HDD 6G SAS 15K SFF SS7000",P,1,1,2,1,GCN,0,G,4,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
456,836261-004,"SPS-AROC P816i-a SR G10 M83C MPQ Ctrlr","SPS-AROC P816i-a SR G10 M83C MPQ Ctrlr",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
457,840140-001,"SPS - PCA NIC Adptr 2p 25GBE SFP28","SPS - PCA NIC Adptr 2p 25GBE SFP28",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
458,866728-001,"SPS-PS, 1U 12V 800W HTPLG 48VDC","SPS-PS, 1U 12V 800W HTPLG 48VDC",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
459,872736-001,"SPS-DRV HDD 600GB 12G 10K SFF SAS DS SC","SPS-DRV HDD 600GB 12G 10K SFF SAS DS SC",P,1,1,2,1,GCN,0,G,9,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
460,875075-001,"SPS-FAN Module Standard","SPS-FAN Module Standard",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
461,875283-001,"SPS-FAN Mod STD","SPS-FAN Mod STD",P,1,1,2,1,GCN,0,G,114,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
462,638842-001,"SPS-UPS R/T3KVA 2U DTC","SPS-UPS R/T3KVA 2U DTC",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
463,723570-001,"SPS  Base Library Chassis","SPS  Base Library Chassis",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
464,638841-001,"SPS-UPS R/T3KVA 2U L620 HV NA JPN G2","SPS-UPS R/T3KVA 2U L620 HV NA JPN G2",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
465,689229-001,"SPS-MID PLANE FAN PWR BD AMP SPECIAL","SPS-MID PLANE FAN PWR BD AMP SPECIAL",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
466,AB463-69035,"SPS-Assy PCI-X IO Backplane","SPS-Assy PCI-X IO Backplane",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
467,J9477-61101,"HP Switch 8206zl Chassis-only","HP Switch 8206zl Chassis-only",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
468,AH342-69106,"SPS-Blade i4 System Board Base Unit","SPS-Blade i4 System Board Base Unit",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
469,694427-002,"SPS-NODE V CLASS 2.83GHZ V3 WIDE GUIDE","SPS-NODE V CLASS 2.83GHZ V3 WIDE GUIDE",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
470,519345-001,"SPS-BD, MID PLANE ASSY","SPS-BD, MID PLANE ASSY",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
471,453934-001,"SPS-BD, SYSTEM I/O","SPS-BD, SYSTEM I/O",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
472,J9782-61001,"Switch 2530-24 Support Kit","Switch 2530-24 Support Kit",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
473,JH048-61001,"SU 527 802.11ac (AM) Unified Walljack","SU 527 802.11ac (AM) Unified Walljack",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
474,653050-001,"SPS-PROC WSM EX E7-4870 2.4 GHZ 130W","SPS-PROC WSM EX E7-4870 2.4 GHZ 130W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
475,498152-001,"SPS-P/S,1U,1200W,12V,HTPLG","SPS-P/S,1U,1200W,12V,HTPLG",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
476,511778-001,"SPS-POWER SUPPLY, 750W","SPS-POWER SUPPLY, 750W",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
477,715274-001,"SPS-DIMM 16GB PC3 14900R IPL 1Gx4","SPS-DIMM 16GB PC3 14900R IPL 1Gx4",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
478,682626-001,"SPS-SAS 560mm CA Assy Gen8","SPS-SAS 560mm CA Assy Gen8",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
479,780967-001,"SPS-M/B  W/TRAY GEN9","SPS-M/B  W/TRAY GEN9",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
480,J9089-61101,"Kit Support, E2610-48 PoE Switch","Kit Support, E2610-48 PoE Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
481,J9738-61001,"HP X332 575W 100-240VAC to 54VDC PS","HP X332 575W 100-240VAC to 54VDC PS",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
482,633540-001,"SPS-BD DDR3 MINI DIMM MOD 244P 512MBx40","SPS-BD DDR3 MINI DIMM MOD 244P 512MBx40",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
483,633543-001,"SPS-BD DDR3 MINI DIMM MOD 2Gx72","SPS-BD DDR3 MINI DIMM MOD 2Gx72",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
484,792347-001,"SPS-Fan ML150","SPS-Fan ML150",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
485,J9729-61101,"SU 2920-48G-POE+ SWITCH w/o PSU","SU 2920-48G-POE+ SWITCH w/o PSU",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
486,761880-001,"SPS-BD PCIe SAS P840 Cntrlr","SPS-BD PCIe SAS P840 Cntrlr",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
487,314670-001,"SPS-BD,SYS,W/PROC CAGE","SPS-BD,SYS,W/PROC CAGE",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
488,J4813-69101,"24 PRT MANAGED, 10/100 SWTCH","24 PRT MANAGED, 10/100 SWTCH",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
489,644498-001,"SPS-PCA W BL680c Motherboard B","SPS-PCA W BL680c Motherboard B",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
490,642266-001,"SPS-DRV HD 600GB 2.5  6G 10K QR SAS","SPS-DRV HD 600GB 2.5  6G 10K QR SAS",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
491,849120-001,"SPS-BD SYSTEM MLB DL160 GEN8 YH","SPS-BD SYSTEM MLB DL160 GEN8 YH",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
492,J9147-61201,"KIT 2910-48G SMO Support","KIT 2910-48G SMO Support",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
493,JG928-61001,"SP HP 1920-48G-PoE+ (370W) Switch","SP HP 1920-48G-PoE+ (370W) Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
494,581310-001,"SPS-DRV HD 450GB 10K 2.5 6G SAS HP","SPS-DRV HD 450GB 10K 2.5 6G SAS HP",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
495,653953-001,"SPS-DRV HD 500GB 6G SAS 7.2 2.5 DP ML SC","SPS-DRV HD 500GB 6G SAS 7.2 2.5 DP ML SC",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
496,802275-001,"SPS-PCA SPI Board with Brackets","SPS-PCA SPI Board with Brackets",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
497,701535-001,"SPS-MEZZ PCIe G3 2p 20GbE KR ELX","SPS-MEZZ PCIe G3 2p 20GbE KR ELX",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
498,735518-001,"SPS-BD CPU W DRAWER","SPS-BD CPU W DRAWER",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
499,875539-001,"SPS-PCA RISER+cage x16LP","SPS-PCA RISER+cage x16LP",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
500,723581-001,"SPS Spooling Mechanism","SPS Spooling Mechanism",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
501,J9621-61001,"HP MSM466 Dual Radio 802.11n AP (AM)","HP MSM466 Dual Radio 802.11n AP (AM)",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
502,J9772-61001,"HP 2530-48G-PoE+ Switch (Support Kit)","HP 2530-48G-PoE+ Switch (Support Kit)",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
503,3CR17250-91,"HP E5500-24G Switch","HP E5500-24G Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
504,J4903-69101,"HP SWITCH 2824","HP SWITCH 2824",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
505,665749-001,"SPS-HDD EVA 900GB 6G 10K SFF M6625 SAS","SPS-HDD EVA 900GB 6G 10K SFF M6625 SAS",P,1,1,2,1,GCN,0,G,3,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
506,J9650-61001,"HP MSM430 Dual Radio 802.11n AP (AM)","HP MSM430 Dual Radio 802.11n AP (AM)",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
507,407747-001,"SPS-FAN, HOT-PLUG, 60 X 38MM","SPS-FAN, HOT-PLUG, 60 X 38MM",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
508,759548-001,"SPS-DRV HDD 600GB 12G 15K 2.5 SAS ENT SC","SPS-DRV HDD 600GB 12G 15K 2.5 SAS ENT SC",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
509,777279-001,"SPS-PCA dl380 8-SFF Backplane 12Gbs","SPS-PCA dl380 8-SFF Backplane 12Gbs",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
510,819079-001,"SPS-DRV HD 4TB 12G 7.2K 3.5 SAS MDL SC","SPS-DRV HD 4TB 12G 7.2K 3.5 SAS MDL SC",P,1,1,2,1,GCN,0,G,3,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
511,J9534-61201,"SU,24-port Gig-T PoE+ v2 zl Module","SU,24-port Gig-T PoE+ v2 zl Module",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
512,766879-001,"SPS-PS 1U 12V 550W NON-HTPLG GEN9","SPS-PS 1U 12V 550W NON-HTPLG GEN9",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
513,747358-001,"SPS-PCA System I/O BL660c Gen8 IVB","SPS-PCA System I/O BL660c Gen8 IVB",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
514,588733-001,"SPS-PS 2450W 12V-OUT HTPLG HI-EFF","SPS-PS 2450W 12V-OUT HTPLG HI-EFF",P,1,1,2,1,GCN,0,G,3,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
515,J9535-61101,"HP 20-port GT PoE+/4-port SFP v2 zl M","HP 20-port GT PoE+/4-port SFP v2 zl M",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
516,785412-001,"SPS-DRV HD 300GB 12G 10K 2.5 SAS ENT","SPS-DRV HD 300GB 12G 10K 2.5 SAS ENT",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
517,462918-001,"SPS-BD,CONTROLLER,SAS,RAID","SPS-BD,CONTROLLER,SAS,RAID",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
518,AM377-6901A,"SPS-BL8x0 i4 SYS BD Base Unit (Mod 0)","SPS-BL8x0 i4 SYS BD Base Unit (Mod 0)",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
519,779095-001,"SPS-PCA Gen9 iLO dedicate NIC board","SPS-PCA Gen9 iLO dedicate NIC board",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
520,737571-001,"SPS-DRV HDD 300GB 12G 15K 3.5 SAS ENT DP","SPS-DRV HDD 300GB 12G 15K 3.5 SAS ENT DP",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
521,869728-001,"SPS-DRV HDD 4TB 12G 7.2K LFF SAS MDL","SPS-DRV HDD 4TB 12G 7.2K LFF SAS MDL",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
522,453906-001,"SPS-DRV LTO4 SCSI W/Mod MSLG3","SPS-DRV LTO4 SCSI W/Mod MSLG3",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
523,JG708-61101,"SP, 1420 24G Switch","SP, 1420 24G Switch",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
524,754381-001,"SPS-PS 800W FS PlatinumPlus","SPS-PS 800W FS PlatinumPlus",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
525,AM426-69023,"SPS-CABLE, JLINK, 14"","SPS-CABLE, JLINK, 14"",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
526,JD362-61101,"HP A5500 150WAC Power Supply","HP A5500 150WAC Power Supply",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
527,580643-001,"SPS-KVM SWITCH SVR CNSL G2 0x2x16","SPS-KVM SWITCH SVR CNSL G2 0x2x16",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
528,660184-001,"SPS-POWER SUPPLY 460W 1U HEPB","SPS-POWER SUPPLY 460W 1U HEPB",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
529,683821-001,"SPS-PCA MLB BL465c Gen8","SPS-PCA MLB BL465c Gen8",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
530,J4899-69401,"HP J4899B SWITCH 2650","HP J4899B SWITCH 2650",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
531,AB565-69002,"SPS-2GB DIMM","SPS-2GB DIMM",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
532,AM328-69001,"SPS-DIMM,8GB PC3-10600R,512Mx4,Ro","SPS-DIMM,8GB PC3-10600R,512Mx4,Ro",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
533,AM327-69001,"SPS-DIMM,4GB PC3-10600R,512Mx4,RoHS","SPS-DIMM,4GB PC3-10600R,512Mx4,RoHS",P,1,1,2,1,GCN,0,G,0,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
534,J9581-61001,"HP 400W tl Power Supply","HP 400W tl Power Supply",P,1,1,2,1,GCN,0,G,2,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
535,664688-001,"SPS-DIMM 4GB PC3L 10600R 512Mx4 IPL","SPS-DIMM 4GB PC3L 10600R 512Mx4 IPL",P,1,1,2,1,GCN,0,G,1,NULL,A,admin,"2026-01-01 00:00:00",NULL,NULL
